id,source_dataset,source,published_at,title,summary,text,source_url,char_len,token_len,positive_term_count,negative_term_count,positive_term_rate,negative_term_rate,lexicon_net_score,up_term_count,down_term_count,direction_net_score,uncertainty_count,negation_count,money_count,percent_count,number_count,ticker_like_count,all_caps_count,has_numeric_signal,weak_label,label
108297928,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 01:37:17 GMT",Meta stock drops on quarterly results as 'internet disruptions' in Iran drag down user numbers,"Meta beat on revenue, but showed disappointing user numbers and its capital expenditures were below estimates.","Meta stock drops on quarterly results as 'internet disruptions' in Iran drag down user numbers. Meta beat on revenue, but showed disappointing user numbers and its capital expenditures were below estimates.",https://www.cnbc.com/2026/04/29/meta-q1-earnings-report-2026.html,206,31,1,0,0.03225806451612903,0.0,0.03225806451612903,0,2,-0.06451612903225806,0,0,0,0,0,0,0,0,positive,positive
108299465,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 00:23:30 GMT",Microsoft delivers a promising quarter but can't shake the software fears,"With plenty of puts and takes, it's not surprising to see the stock oscillating between modest gains and losses in after-hours trading.","Microsoft delivers a promising quarter but can't shake the software fears. With plenty of puts and takes, it's not surprising to see the stock oscillating between modest gains and losses in after-hours trading.",https://www.cnbc.com/2026/04/29/microsoft-delivers-a-promising-quarter-but-cant-shake-software-fears.html,210,33,1,1,0.030303030303030304,0.030303030303030304,0.0,1,1,0.0,0,1,0,0,0,0,0,0,neutral,neutral
108298446,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 09:39:32 GMT","Alphabet ups 2026 capex to as much as $190 billion, expects to 'significantly increase' in 2027","Alphabet reported first-quarter earnings, posting booming cloud revenue and upping its full-year capex spend to as much as $190 billion.","Alphabet ups 2026 capex to as much as $190 billion, expects to 'significantly increase' in 2027. Alphabet reported first-quarter earnings, posting booming cloud revenue and upping its full-year capex spend to as much as $190 billion.",https://www.cnbc.com/2026/04/29/alphabet-googl-q1-2026-earnings.html,233,34,0,0,0.0,0.0,0.0,0,0,0.0,1,0,2,0,4,0,0,1,neutral,neutral
108298954,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 12:07:08 GMT",Bank of England keeps rates on hold at 3.75% as Iran war shakes outlook,The Bank of England voted to keep its key interest rate on hold at 3.75% on Thursday,Bank of England keeps rates on hold at 3.75% as Iran war shakes outlook. The Bank of England voted to keep its key interest rate on hold at 3.75% on Thursday,https://www.cnbc.com/2026/04/30/bank-of-england-april-2026-interest-rate-decision-iran-war.html,157,29,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2,2,0,0,1,neutral,neutral
108299566,financial_news_rss,US Top News and Analysis,"Wed, 29 Apr 2026 22:35:57 GMT","Qualcomm shares soar 16% on CEO comments about China orders, hyperscaler customer","Qualcomm CEO Cristiano Amon said that it would begin shipping data center chips to ""a large hyperscaler"" ahead of schedule, and called a bottom in China sales.","Qualcomm shares soar 16% on CEO comments about China orders, hyperscaler customer. Qualcomm CEO Cristiano Amon said that it would begin shipping data center chips to ""a large hyperscaler"" ahead of schedule, and called a bottom in China sales.",https://www.cnbc.com/2026/04/29/qualcomm-qcom-stock-earnings-china.html,242,38,0,0,0.0,0.0,0.0,0,0,0.0,1,0,0,1,1,2,2,1,neutral,neutral
108299174,financial_news_rss,US Top News and Analysis,"Wed, 29 Apr 2026 21:40:27 GMT",Chipotle posts surprise same-store sales growth in early sign chain could be breaking its slump,Chipotle shares have plummeted 35% over the last year.,Chipotle posts surprise same-store sales growth in early sign chain could be breaking its slump. Chipotle shares have plummeted 35% over the last year.,https://www.cnbc.com/2026/04/29/chipotle-mexican-grill-cmg-q1-2026-earnings.html,151,23,1,0,0.043478260869565216,0.0,0.043478260869565216,0,0,0.0,1,0,0,1,1,0,0,1,positive,positive
108299728,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 11:41:27 GMT",Shares of Jeep maker Stellantis fall as much as 10% after first-quarter results,"The multinational conglomerate posted first-quarter adjusted operating income of 960 million euros ($1.12 billion), comfortably beating analyst expectations.","Shares of Jeep maker Stellantis fall as much as 10% after first-quarter results. The multinational conglomerate posted first-quarter adjusted operating income of 960 million euros ($1.12 billion), comfortably beating analyst expectations.",https://www.cnbc.com/2026/04/30/stellantis-q1-earnings-jeep-autos.html,238,29,1,1,0.034482758620689655,0.034482758620689655,0.0,0,1,-0.034482758620689655,0,0,1,1,3,0,0,1,neutral,neutral
108299016,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 11:41:24 GMT",Volkswagen warns planned cost cuts are not enough after 14% drop in first-quarter profit,The results come as top European original equipment manufacturers (OEMs) navigate several industry headwinds.,Volkswagen warns planned cost cuts are not enough after 14% drop in first-quarter profit. The results come as top European original equipment manufacturers (OEMs) navigate several industry headwinds.,https://www.cnbc.com/2026/04/30/volkswagen-q1-earnings-autos.html,199,27,1,2,0.037037037037037035,0.07407407407407407,-0.037037037037037035,0,1,-0.037037037037037035,0,1,0,1,1,0,0,1,negative,negative
108298905,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 07:34:38 GMT",Samsung profit surges over eightfold to beat estimates as AI boom fuels memory chip crunch,"Samsung Electronics reported an over eightfold increase in first-quarter operating profits, hitting a new record and beating analysts' estimates.","Samsung profit surges over eightfold to beat estimates as AI boom fuels memory chip crunch. Samsung Electronics reported an over eightfold increase in first-quarter operating profits, hitting a new record and beating analysts' estimates.",https://www.cnbc.com/2026/04/30/samsung-q1-earnings-ai-memory-chip-demand-profit-record.html,237,34,6,0,0.17647058823529413,0.0,0.17647058823529413,1,0,0.029411764705882353,0,0,0,0,0,1,1,0,positive,positive
108298909,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 09:55:09 GMT",Euro zone inflation jumps to 3% as economic growth almost stalls,"Inflation jumped in April while the euro zone economy expanded a meager 0.1% in the first quarter of the year, data showed on Thursday.","Euro zone inflation jumps to 3% as economic growth almost stalls. Inflation jumped in April while the euro zone economy expanded a meager 0.1% in the first quarter of the year, data showed on Thursday.",https://www.cnbc.com/2026/04/30/euro-zone-economy-inflation-growth.html,201,33,1,0,0.030303030303030304,0.0,0.030303030303030304,1,0,0.030303030303030304,0,0,0,2,2,0,0,1,positive,positive
108299623,financial_news_rss,US Top News and Analysis,"Wed, 29 Apr 2026 22:45:30 GMT",Jim Cramer reveals the secret to finding a winning tech stock in this market,CNBC's Jim Cramer said tech stocks need more than an earnings beat to rally right now. They need a shortage.,Jim Cramer reveals the secret to finding a winning tech stock in this market. CNBC's Jim Cramer said tech stocks need more than an earnings beat to rally right now. They need a shortage.,https://www.cnbc.com/2026/04/29/jim-cramer-secret-winning-tech-stock.html,186,34,1,0,0.029411764705882353,0.0,0.029411764705882353,0,0,0.0,0,0,0,0,0,1,0,0,positive,positive
108299693,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 05:12:54 GMT",SoftBank reportedly weighs $100 billion valuation for new AI and robotics spinout in potential U.S. IPO,"SoftBank Group is planning to create and list a standalone artificial intelligence and robotics company, coined ""Roze"" in the U.S.","SoftBank reportedly weighs $100 billion valuation for new AI and robotics spinout in potential U.S. IPO. SoftBank Group is planning to create and list a standalone artificial intelligence and robotics company, coined ""Roze"" in the U.S.",https://www.cnbc.com/2026/04/30/softbank-roze-ai-robotics-ipo-100-billion-ft-report.html,235,38,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,0,1,2,4,1,neutral,neutral
108299034,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 07:49:13 GMT",Private credit fears loom large over Europe’s banks this earnings season,Europe’s banks have downplayed their private credit exposures — but uncertainty over hidden stress remains as risks continue to evolve.,Private credit fears loom large over Europe’s banks this earnings season. Europe’s banks have downplayed their private credit exposures — but uncertainty over hidden stress remains as risks continue to evolve.,https://www.cnbc.com/2026/04/30/private-credit-risk-banks-europe-earnings-barclays-ubs-debt-santander.html,209,32,0,1,0.0,0.03125,-0.03125,0,0,0.0,0,0,0,0,0,0,0,0,negative,negative
108296839,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 05:31:34 GMT",Israel’s economy and financial markets are booming — even as conflict rages in the Middle East,"The Israeli economy is massively outperforming a swathe of developed-market peers, including key ally the United States.","Israel’s economy and financial markets are booming — even as conflict rages in the Middle East. The Israeli economy is massively outperforming a swathe of developed-market peers, including key ally the United States.",https://www.cnbc.com/2026/04/30/israel-economy-stock-market-tel-aviv-trump-netanyahu-gdp-us-inflation.html,216,33,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,neutral,neutral
108298903,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 02:43:18 GMT",China factory activity tops expectations in April — but growth slows as new orders soften,The official purchasing managers' index reading of 50.3 was higher than the the 50.1 expected by Reuters-polled economists.,China factory activity tops expectations in April — but growth slows as new orders soften. The official purchasing managers' index reading of 50.3 was higher than the the 50.1 expected by Reuters-polled economists.,https://www.cnbc.com/2026/04/30/china-pmi-april-xi-trump-iran-war.html,214,30,2,0,0.06666666666666667,0.0,0.06666666666666667,1,0,0.03333333333333333,1,0,0,0,2,0,0,1,positive,positive
108298836,financial_news_rss,US Top News and Analysis,"Thu, 30 Apr 2026 00:53:25 GMT",Inside India newsletter: AI is exposing cracks in India’s growth story as it hits high-paying IT jobs,"India’s IT sector fueled consumption growth, but AI is reducing mass hiring now, revealing a shortage of quality jobs, risking future economic momentum.","Inside India newsletter: AI is exposing cracks in India’s growth story as it hits high-paying IT jobs. India’s IT sector fueled consumption growth, but AI is reducing mass hiring now, revealing a shortage of quality jobs, risking future economic momentum.",https://www.cnbc.com/2026/04/30/ai-threat-indias-growth-story-jobs.html,255,42,2,0,0.047619047619047616,0.0,0.047619047619047616,0,0,0.0,0,0,0,0,0,4,4,0,positive,positive
https://www.investing.com/news/stock-market-news/starboard-urges-lamb-weston-to-host-investor-day-to-restore-confidence-93CH-4649025,financial_news_rss,Stock Market News,2026-04-30 11:59:45,Starboard urges Lamb Weston to host investor day to restore confidence,,Starboard urges Lamb Weston to host investor day to restore confidence.,https://www.investing.com/news/stock-market-news/starboard-urges-lamb-weston-to-host-investor-day-to-restore-confidence-93CH-4649025,71,11,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,neutral,neutral
https://www.investing.com/news/stock-market-news/wall-st-futures-climb-after-mag-7-earnings-fed-hold-hormuz-tensions-in-focus-4647547,financial_news_rss,Stock Market News,2026-04-30 11:58:05,"Wall St futures climb amid Big Tech earnings parade, volatile oil prices",,"Wall St futures climb amid Big Tech earnings parade, volatile oil prices.",https://www.investing.com/news/stock-market-news/wall-st-futures-climb-after-mag-7-earnings-fed-hold-hormuz-tensions-in-focus-4647547,73,12,0,1,0.0,0.08333333333333333,-0.08333333333333333,0,0,0.0,0,0,0,0,0,0,0,0,negative,negative
https://www.investing.com/news/stock-market-news/altria-beats-quarterly-profit-estimates-4648898,financial_news_rss,Stock Market News,2026-04-30 11:57:22,"Altria beats quarterly revenue, profit estimates on higher prices",,"Altria beats quarterly revenue, profit estimates on higher prices.",https://www.investing.com/news/stock-market-news/altria-beats-quarterly-profit-estimates-4648898,66,9,3,0,0.3333333333333333,0.0,0.3333333333333333,1,0,0.1111111111111111,0,0,0,0,0,0,0,0,positive,positive
https://www.investing.com/news/stock-market-news/samsung-elec-q1-profit-surges-eightfold-to-a-record-4647510,financial_news_rss,Stock Market News,2026-04-30 11:55:20,Samsung chip profit jumps almost 50-fold; supply shortage to worsen in 2027,,Samsung chip profit jumps almost 50-fold; supply shortage to worsen in 2027.,https://www.investing.com/news/stock-market-news/samsung-elec-q1-profit-surges-eightfold-to-a-record-4647510,76,11,1,0,0.09090909090909091,0.0,0.09090909090909091,1,0,0.09090909090909091,0,0,0,0,2,0,0,1,positive,positive
https://www.investing.com/news/stock-market-news/l3harris-lifts-2026-profit-forecast-on-strong-weapons-demand-4649009,financial_news_rss,Stock Market News,2026-04-30 11:54:41,L3Harris lifts 2026 profit forecast on strong weapons demand,,L3Harris lifts 2026 profit forecast on strong weapons demand.,https://www.investing.com/news/stock-market-news/l3harris-lifts-2026-profit-forecast-on-strong-weapons-demand-4649009,61,8,2,0,0.25,0.0,0.25,0,0,0.0,1,0,0,0,2,0,0,1,positive,positive
https://www.investing.com/news/stock-market-news/ubs-upgrades-brenntag-as-rising-chemical-prices-offset-profit-pressures-4649002,financial_news_rss,Stock Market News,2026-04-30 11:50:41,UBS upgrades Brenntag as rising chemical prices offset profit pressures,,UBS upgrades Brenntag as rising chemical prices offset profit pressures.,https://www.investing.com/news/stock-market-news/ubs-upgrades-brenntag-as-rising-chemical-prices-offset-profit-pressures-4649002,72,10,2,0,0.2,0.0,0.2,0,0,0.0,0,0,0,0,0,1,1,0,positive,positive
https://www.investing.com/news/stock-market-news/jpmorgan-downgrades-meta-on-capex-concerns-4649000,financial_news_rss,Stock Market News,2026-04-30 11:50:24,JPMorgan downgrades Meta on limited visibility into AI product pipeline,,JPMorgan downgrades Meta on limited visibility into AI product pipeline.,https://www.investing.com/news/stock-market-news/jpmorgan-downgrades-meta-on-capex-concerns-4649000,72,10,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,1,0,neutral,neutral
https://www.investing.com/news/stock-market-news/exclusiveapollo-blackstone-and-kkr-vie-for-shell-stake-in-lng-canada-sources-say-4647639,financial_news_rss,Stock Market News,2026-04-30 11:49:16,"Exclusive-Apollo, Blackstone and KKR vie for Shell stake in LNG Canada, sources say",,"Exclusive-Apollo, Blackstone and KKR vie for Shell stake in LNG Canada, sources say.",https://www.investing.com/news/stock-market-news/exclusiveapollo-blackstone-and-kkr-vie-for-shell-stake-in-lng-canada-sources-say-4647639,84,13,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,0,neutral,neutral
https://www.investing.com/news/stock-market-news/vistance-networks-stock-surges-on-18b-asset-sale-to-belden-93CH-4648940,financial_news_rss,Stock Market News,2026-04-30 11:34:40,Vistance Networks stock surges on $1.8B asset sale to Belden,,Vistance Networks stock surges on $1.8B asset sale to Belden.,https://www.investing.com/news/stock-market-news/vistance-networks-stock-surges-on-18b-asset-sale-to-belden-93CH-4648940,61,11,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,0,1,0,1,1,neutral,neutral
https://www.investing.com/news/stock-market-news/bombardiers-quarterly-revenue-rises-5-on-strong-demand-for-maintenance-services-4648555,financial_news_rss,Stock Market News,2026-04-30 11:31:31,Bombardier tops quarterly profit estimates on strong demand for maintenance services,,Bombardier tops quarterly profit estimates on strong demand for maintenance services.,https://www.investing.com/news/stock-market-news/bombardiers-quarterly-revenue-rises-5-on-strong-demand-for-maintenance-services-4648555,85,11,2,0,0.18181818181818182,0.0,0.18181818181818182,0,0,0.0,0,0,0,0,0,0,0,0,positive,positive
